,sentence,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
39238,Ellie signed up and got the spot.,1,1,0,1,0,0,0,1
39239,Ellie signed up and got the spot.,1,1,0,1,0,0,0,1
39240,Ellie signed up and got the spot.,1,1,0,0,0,0,0,1
39241,Ellie signed up and got the spot.,1,1,0,1,0,0,0,1
39242,Ellie signed up and got the spot.,1,1,0,0,0,0,0,1
39243,Ellie signed up and got the spot.,1,0,0,0,0,0,0,1
39244,Danny hired a band for his wedding.,1,1,0,1,0,0,0,1
39245,Danny hired a band for his wedding.,1,1,1,0,0,0,0,1
39246,Danny hired a band for his wedding.,1,0,0,1,0,0,0,0
39247,Danny hired a band for his wedding.,1,0,0,0,0,0,0,1
39248,Danny hired a band for his wedding.,1,1,0,0,0,0,0,1
39249,Danny hired a band for his wedding.,1,1,0,0,0,0,0,0
39250,The band contacted him two months before the wedding.,1,1,0,0,0,0,0,1
39251,The band contacted him two months before the wedding.,1,1,0,1,0,0,0,1
39252,The band contacted him two months before the wedding.,1,1,0,0,0,0,0,1
39253,The band contacted him two months before the wedding.,0,0,1,1,0,0,0,1
39254,The band contacted him two months before the wedding.,1,1,0,1,0,0,0,1
39255,The band contacted him two months before the wedding.,0,0,0,0,0,0,0,0
39256,They let him know they couldn't perform.,0,0,0,0,1,1,1,0
39257,They let him know they couldn't perform.,0,0,0,1,0,0,0,0
39258,They let him know they couldn't perform.,0,0,0,1,1,1,1,1
39259,Danny wasn't able to book another band.,0,0,0,0,0,0,0,0
39260,Danny wasn't able to book another band.,0,0,1,0,1,1,1,1
39261,Danny wasn't able to book another band.,0,0,0,1,1,0,0,0
39262,Danny wasn't able to book another band.,0,0,0,0,1,0,1,0
39263,Danny wasn't able to book another band.,0,0,0,0,1,0,0,0
39264,Danny wasn't able to book another band.,0,0,1,0,1,0,1,1
39265,He had a friend DJ the ceremony.,0,0,0,0,0,0,0,0
39266,He had a friend DJ the ceremony.,0,0,0,1,1,0,0,1
39267,He had a friend DJ the ceremony.,0,1,0,0,0,0,0,0
39268,He had a friend DJ the ceremony.,1,1,0,1,0,0,0,1
39269,He had a friend DJ the ceremony.,1,1,0,0,0,0,0,1
39270,He had a friend DJ the ceremony.,1,1,1,1,0,0,0,1
39271,He had a friend DJ the ceremony.,0,1,0,1,0,0,0,1
39272,He had a friend DJ the ceremony.,1,1,0,0,0,0,0,1
39273,"After the family set up the food, we all sat down.",1,1,0,1,0,0,0,1
39274,"After the family set up the food, we all sat down.",1,1,0,0,0,0,0,1
39275,"After the family set up the food, we all sat down.",1,0,0,0,0,0,0,1
39276,"After the family set up the food, we all sat down.",0,0,0,0,0,0,0,1
39277,"After the family set up the food, we all sat down.",1,0,0,0,0,0,0,0
39278,"After the family set up the food, we all sat down.",1,0,0,0,0,0,0,1
39279,My aunt gave a small prayer before we started to eat.,1,1,0,0,0,0,0,0
39280,My aunt gave a small prayer before we started to eat.,1,1,0,1,0,0,0,0
39281,My aunt gave a small prayer before we started to eat.,0,0,0,0,0,0,0,0
39282,My aunt gave a small prayer before we started to eat.,1,0,0,0,0,0,0,1
39283,My aunt gave a small prayer before we started to eat.,1,1,0,0,0,0,0,0
39284,My aunt gave a small prayer before we started to eat.,1,0,0,0,0,0,0,0
39285,I didn't get a good amount of food since the family was huge.,1,1,0,1,1,0,0,0
39286,I didn't get a good amount of food since the family was huge.,0,0,1,0,1,1,1,0
39287,I didn't get a good amount of food since the family was huge.,0,0,1,0,1,1,0,1
39288,I started to yell since the food was almost finished.,0,0,0,1,1,1,1,0
39289,I started to yell since the food was almost finished.,0,0,1,1,1,1,1,0
39290,I started to yell since the food was almost finished.,0,0,1,1,1,1,1,0
39291,I started to yell since the food was almost finished.,1,0,0,1,0,1,1,0
39292,I started to yell since the food was almost finished.,0,0,1,1,1,1,1,0
39293,I started to yell since the food was almost finished.,0,0,1,1,0,0,0,1
39294,"Instead of feeling bad, everyone was laughing.",0,0,1,1,1,1,1,1
39295,"Instead of feeling bad, everyone was laughing.",0,0,1,1,1,1,1,0
39296,"Instead of feeling bad, everyone was laughing.",0,0,0,0,1,0,1,0
39297,"Instead of feeling bad, everyone was laughing.",1,0,0,0,0,0,0,1
39298,"Instead of feeling bad, everyone was laughing.",1,0,0,0,0,0,0,0
39299,"Instead of feeling bad, everyone was laughing.",1,0,0,1,0,0,0,1
39300,Amy wanted to buy a coat when it went on sale at work.,1,1,0,0,0,0,0,1
39301,Amy wanted to buy a coat when it went on sale at work.,1,1,0,0,0,0,0,1
39302,Amy wanted to buy a coat when it went on sale at work.,1,1,1,1,1,1,1,1
39303,She arrived the day of the sale to find her size was gone.,0,0,0,0,1,0,0,0
39304,She arrived the day of the sale to find her size was gone.,0,1,0,1,1,1,1,1
39305,She arrived the day of the sale to find her size was gone.,0,0,0,0,1,0,0,0
39306,She checked in the storeroom but they were sold out of her size.,0,0,1,1,1,1,1,0
39307,She checked in the storeroom but they were sold out of her size.,0,0,0,1,1,1,1,0
39308,She checked in the storeroom but they were sold out of her size.,0,0,0,1,1,0,1,0
39309,Amy decided to go with a size larger.,1,1,0,0,0,0,0,1
39310,Amy decided to go with a size larger.,1,0,0,0,0,0,0,0
39311,Amy decided to go with a size larger.,1,1,0,0,0,1,1,0
39312,After a month Amy realized the coat was just too big.,0,0,0,0,1,0,0,0
39313,After a month Amy realized the coat was just too big.,0,0,0,1,1,1,1,0
39314,After a month Amy realized the coat was just too big.,0,0,1,0,1,0,0,0
39315,Victor grew his hair out far too long.,1,1,0,0,0,0,0,1
39316,Victor grew his hair out far too long.,0,0,1,1,1,0,0,0
39317,Victor grew his hair out far too long.,0,0,0,1,1,0,0,1
39318,Everyone in Victor's life gave him a really hard time for his long hair.,0,0,0,0,1,0,0,0
39319,Everyone in Victor's life gave him a really hard time for his long hair.,0,0,0,0,1,1,1,0
39320,Everyone in Victor's life gave him a really hard time for his long hair.,0,0,0,0,0,0,0,0
39321,Everyone in Victor's life gave him a really hard time for his long hair.,0,0,0,1,1,1,1,1
39322,Everyone in Victor's life gave him a really hard time for his long hair.,1,1,0,0,1,1,0,1
39323,Everyone in Victor's life gave him a really hard time for his long hair.,0,0,0,1,1,1,1,1
39324,Victor finally gave in and let his sister give him a haircut.,0,0,0,0,1,1,1,0
39325,Victor finally gave in and let his sister give him a haircut.,0,0,1,0,0,0,0,1
39326,Victor finally gave in and let his sister give him a haircut.,0,0,1,0,0,0,0,1
39327,Victor finally gave in and let his sister give him a haircut.,0,0,1,0,1,1,1,0
39328,Victor finally gave in and let his sister give him a haircut.,0,0,0,0,1,1,1,0
39329,Victor finally gave in and let his sister give him a haircut.,0,0,1,0,0,0,0,1
39330,Victor's sister cut way too much of his hair off.,0,0,1,1,1,1,1,1
39331,Victor's sister cut way too much of his hair off.,0,0,1,1,1,1,1,0
39332,Victor's sister cut way too much of his hair off.,0,0,0,1,1,0,0,0
39333,Victor's sister cut way too much of his hair off.,0,0,0,0,0,0,1,0
39334,Victor's sister cut way too much of his hair off.,0,0,0,1,0,1,1,0
39335,Victor's sister cut way too much of his hair off.,0,0,0,0,1,1,1,0
39336,Victor became extremely depressed and wore a hat for the next 3 months.,0,0,0,0,1,1,0,0
39337,Victor became extremely depressed and wore a hat for the next 3 months.,0,0,1,0,1,1,1,0
39338,Victor became extremely depressed and wore a hat for the next 3 months.,0,0,0,0,1,0,1,1
39339,Anja wanted to feel useful in her life.,0,0,1,1,1,0,0,1
39340,Anja wanted to feel useful in her life.,1,1,0,1,1,1,0,1
39341,She decided to sponsor a poor child in Africa.,1,1,0,1,0,0,0,1
39342,She decided to sponsor a poor child in Africa.,1,1,0,0,1,0,0,1
39343,She decided to sponsor a poor child in Africa.,1,1,0,0,0,0,0,1
39344,She decided to sponsor a poor child in Africa.,1,0,0,0,0,0,0,1
39345,She decided to sponsor a poor child in Africa.,1,1,0,0,0,0,0,0
39346,She decided to sponsor a poor child in Africa.,1,1,0,1,0,0,0,1
39347,Every month she mailed her gift.,1,1,0,0,0,0,0,1
39348,Every month she mailed her gift.,1,1,0,0,0,0,0,1
39349,Every month she mailed her gift.,1,1,0,0,0,0,0,0
39350,Every month she mailed her gift.,1,0,0,0,0,0,0,0
39351,Every month she mailed her gift.,1,1,0,1,0,0,0,1
39352,Every month she mailed her gift.,1,1,0,1,0,0,0,0
39353,She soon received thankful letters from her child.,1,0,0,0,0,0,0,0
39354,She soon received thankful letters from her child.,1,1,0,1,0,0,0,1
39355,She soon received thankful letters from her child.,1,1,0,1,0,0,0,1
39356,She soon received thankful letters from her child.,1,1,0,0,0,0,0,0
39357,She soon received thankful letters from her child.,1,1,0,1,0,0,0,1
39358,She soon received thankful letters from her child.,1,1,0,1,0,0,0,0
39359,Anja felt very good about her contribution.,1,1,0,1,0,0,0,1
39360,Anja felt very good about her contribution.,1,0,0,0,0,0,0,0
39361,Anja felt very good about her contribution.,1,1,0,1,0,0,0,1
39362,Anja felt very good about her contribution.,1,1,0,0,0,0,0,1
39363,Anja felt very good about her contribution.,1,1,0,1,0,0,0,0
39364,Anja felt very good about her contribution.,1,1,0,0,0,0,0,0
39365,Nina wanted to give back to her community.,0,0,0,0,0,0,0,1
39366,Nina wanted to give back to her community.,1,1,0,0,0,0,0,0
39367,Nina wanted to give back to her community.,1,0,0,0,0,0,0,0
39368,She had a lot of nice clothes that she didn't wear anymore.,1,1,0,1,0,0,0,1
39369,She had a lot of nice clothes that she didn't wear anymore.,1,1,0,0,0,0,0,1
39370,She had a lot of nice clothes that she didn't wear anymore.,1,0,0,0,0,0,0,0
39371,She researched and found a church to take her old clothes to.,0,0,0,0,0,0,0,0
39372,She researched and found a church to take her old clothes to.,1,1,0,0,0,0,0,0
39373,She researched and found a church to take her old clothes to.,1,0,0,0,0,0,0,1
39374,"When she dropped off the bags, she inquired about volunteering.",1,0,0,0,0,0,0,1
39375,"When she dropped off the bags, she inquired about volunteering.",1,1,0,1,0,0,0,1
39376,"When she dropped off the bags, she inquired about volunteering.",1,1,0,0,1,0,0,0
39377,Nina began helping to cook meals for people in her community.,1,0,0,0,0,0,0,0
39378,Nina began helping to cook meals for people in her community.,1,1,0,0,0,0,0,0
39379,Nina began helping to cook meals for people in her community.,1,1,0,1,0,0,0,1
39380,Jessica liked tormenting her brother.,1,0,0,0,0,0,0,1
39381,Jessica liked tormenting her brother.,1,0,0,0,0,0,0,1
39382,Jessica liked tormenting her brother.,1,0,0,0,0,0,0,1
39383,Jessica liked tormenting her brother.,0,0,1,0,1,1,1,1
39384,Jessica liked tormenting her brother.,0,0,0,1,0,0,1,0
39385,Jessica liked tormenting her brother.,0,0,1,1,1,1,1,1
39386,She also liked to get him into trouble.,0,0,0,0,0,0,1,1
39387,She also liked to get him into trouble.,1,0,0,1,0,0,0,1
39388,She also liked to get him into trouble.,1,0,0,0,1,0,0,1
39389,She also liked to get him into trouble.,0,0,0,0,1,0,1,0
39390,She also liked to get him into trouble.,0,0,1,1,1,1,1,1
39391,She also liked to get him into trouble.,0,0,1,0,0,0,1,0
39392,Some cookies went missing.,0,0,0,0,1,1,1,1
39393,Some cookies went missing.,1,0,0,0,0,0,1,1
39394,Some cookies went missing.,0,0,0,0,0,0,0,0
39395,Her brother told on her.,0,0,0,1,0,1,1,0
39396,Her brother told on her.,0,0,0,1,0,1,1,1
39397,Her brother told on her.,0,0,0,0,0,1,0,0
39398,Her brother told on her.,1,0,1,1,0,0,0,1
39399,Her brother told on her.,1,0,0,0,0,0,1,1
39400,Her brother told on her.,0,0,1,0,1,1,1,1
39401,Jessica got into trouble and her brother got back at her.,0,0,1,1,1,1,1,1
39402,Jessica got into trouble and her brother got back at her.,0,0,0,0,0,0,1,0
39403,Jessica got into trouble and her brother got back at her.,0,0,1,1,0,0,0,1
39404,Jessica got into trouble and her brother got back at her.,1,0,0,1,0,0,0,1
39405,Jessica got into trouble and her brother got back at her.,0,0,1,1,1,1,1,1
39406,Jessica got into trouble and her brother got back at her.,0,0,0,0,0,0,0,0
39407,One day Sammy was playing around inside the house.,1,1,0,1,0,0,0,1
39408,One day Sammy was playing around inside the house.,1,0,0,0,0,0,0,0
39409,One day Sammy was playing around inside the house.,1,1,0,0,0,0,0,1
39410,She played even though her mom told her not to play inside.,1,0,1,0,0,0,0,1
39411,She played even though her mom told her not to play inside.,1,1,1,1,1,1,1,1
39412,She played even though her mom told her not to play inside.,0,0,1,0,0,0,0,0
39413,"While playing, Sammy accidentally broke a vase!",0,1,0,0,0,0,0,0
39414,"While playing, Sammy accidentally broke a vase!",0,0,1,1,1,0,0,1
39415,"While playing, Sammy accidentally broke a vase!",0,0,1,1,1,0,0,1
39416,She was so scared that her mom was going to scold her.,0,0,1,0,0,0,0,0
39417,She was so scared that her mom was going to scold her.,0,0,1,1,1,1,1,1
39418,She was so scared that her mom was going to scold her.,0,0,1,0,0,0,0,1
39419,In the end her mom felt bad for her and just told her to be careful.,1,1,0,0,0,0,0,1
39420,In the end her mom felt bad for her and just told her to be careful.,1,0,0,1,0,0,0,0
39421,In the end her mom felt bad for her and just told her to be careful.,0,0,1,1,1,0,0,1
39422,"She was new to cleaning, but was willing to try.",1,1,0,0,0,0,0,0
39423,"She was new to cleaning, but was willing to try.",0,0,1,0,1,0,0,0
39424,Her grandmother only had Comet to clean the bathtub.,0,0,1,1,1,1,1,1
39425,Her grandmother only had Comet to clean the bathtub.,1,0,0,0,0,0,0,1
39426,Her grandmother only had Comet to clean the bathtub.,1,1,0,0,0,0,0,1
39427,Lucy poured the Comet in not realizing she used too much.,0,0,1,0,0,0,0,0
39428,Lucy poured the Comet in not realizing she used too much.,0,0,0,0,0,0,0,0
39429,Lucy poured the Comet in not realizing she used too much.,0,1,0,0,0,0,0,0
39430,It took 15 minutes to rinse the Comet from the bathtub once clean.,0,0,1,1,1,1,0,1
39431,It took 15 minutes to rinse the Comet from the bathtub once clean.,0,1,0,1,1,0,1,1
39432,It took 15 minutes to rinse the Comet from the bathtub once clean.,0,0,0,0,0,0,0,0
39433,Drake was asleep in his room.,0,1,0,0,0,0,0,0
39434,Drake was asleep in his room.,1,1,0,0,0,0,0,0
39435,Drake was asleep in his room.,1,1,0,0,0,0,0,0
39436,"Suddenly, he heard a noise at his window.",0,0,1,1,0,0,0,1
39437,"Suddenly, he heard a noise at his window.",0,0,1,1,0,0,1,1
39438,"Suddenly, he heard a noise at his window.",0,0,1,1,0,0,0,1
39439,"He panicked and watched the window, expecting an intruder.",0,0,1,1,0,0,0,1
39440,"He panicked and watched the window, expecting an intruder.",0,1,1,1,0,0,0,1
39441,"He panicked and watched the window, expecting an intruder.",1,1,1,1,1,1,1,1
39442,"He panicked and watched the window, expecting an intruder.",0,0,1,1,1,1,1,1
39443,"He panicked and watched the window, expecting an intruder.",0,0,1,1,1,0,1,1
39444,"He panicked and watched the window, expecting an intruder.",0,0,1,1,0,0,0,0
39445,"Suddenly, something jumped into his room.",0,0,1,0,0,0,0,1
39446,"Suddenly, something jumped into his room.",1,1,1,1,1,1,1,1
39447,"Suddenly, something jumped into his room.",0,0,1,1,0,0,0,1
39448,"Suddenly, something jumped into his room.",0,0,0,0,0,0,0,0
39449,"Suddenly, something jumped into his room.",0,0,1,0,0,0,0,1
39450,"Suddenly, something jumped into his room.",0,0,1,1,0,0,0,1
39451,"Suddenly, something jumped into his room.",0,0,1,1,0,1,1,1
39452,"Suddenly, something jumped into his room.",1,1,1,0,1,1,1,1
39453,He turned the light on and realized that it was just his cat.,1,1,0,1,0,0,0,0
39454,He turned the light on and realized that it was just his cat.,1,1,0,0,0,0,0,1
39455,He turned the light on and realized that it was just his cat.,0,0,1,1,0,0,0,0
39456,He turned the light on and realized that it was just his cat.,1,1,0,0,0,0,0,0
39457,He turned the light on and realized that it was just his cat.,0,1,1,1,0,0,0,0
39458,He turned the light on and realized that it was just his cat.,0,0,1,1,0,0,0,1
39459,He turned the light on and realized that it was just his cat.,1,1,1,1,0,0,0,1
39460,He turned the light on and realized that it was just his cat.,1,1,1,1,0,0,0,1
39461,He turned the light on and realized that it was just his cat.,1,0,0,1,0,0,0,0
39462,He turned the light on and realized that it was just his cat.,1,1,0,0,0,0,0,1
39463,He turned the light on and realized that it was just his cat.,0,0,1,1,0,0,0,1
39464,He turned the light on and realized that it was just his cat.,1,1,1,1,0,0,1,1
39465,"Ani loved banana milkshakes, but they were thickening her waistline.",0,0,1,1,0,1,0,1
39466,"Ani loved banana milkshakes, but they were thickening her waistline.",1,0,0,0,1,0,0,0
39467,"Ani loved banana milkshakes, but they were thickening her waistline.",0,0,0,1,1,1,0,0
39468,Then she thought of a calorie-sensible alternative.,1,1,0,1,0,0,0,1
39469,Then she thought of a calorie-sensible alternative.,1,1,0,1,0,0,0,1
39470,Then she thought of a calorie-sensible alternative.,1,0,0,0,0,0,0,0
39471,She blended up frozen bananas and other fruits with ice and yogurt.,1,1,0,1,0,0,0,1
39472,She blended up frozen bananas and other fruits with ice and yogurt.,1,0,0,0,0,0,0,1
39473,She blended up frozen bananas and other fruits with ice and yogurt.,1,1,0,0,0,0,0,1
39474,"The mixture turned into a sweet, fruity smoothie.",1,1,0,0,0,0,0,0
39475,"The mixture turned into a sweet, fruity smoothie.",1,1,0,1,0,0,0,1
39476,"The mixture turned into a sweet, fruity smoothie.",1,1,0,1,0,0,0,1
39477,Ani thought her healthy solution was delicious!,1,1,0,1,0,0,0,1
39478,Ani thought her healthy solution was delicious!,1,1,0,1,1,0,0,1
39479,Ani thought her healthy solution was delicious!,1,0,0,1,0,0,0,0
39480,Eli was the lone survivor of the capsized boat.,0,0,1,1,1,0,0,0
39481,Eli was the lone survivor of the capsized boat.,1,0,1,1,1,0,0,0
39482,Eli was the lone survivor of the capsized boat.,1,1,1,1,1,1,1,1
39483,He'd been in the life raft for days.,0,0,1,1,1,0,0,1
39484,He'd been in the life raft for days.,0,1,1,1,1,0,0,1
39485,He'd been in the life raft for days.,1,1,1,1,1,0,1,1
39486,Suddenly he spotted a cruise ship coming towards him!,1,1,1,1,0,0,0,1
39487,Suddenly he spotted a cruise ship coming towards him!,1,1,1,1,1,1,1,1
39488,Suddenly he spotted a cruise ship coming towards him!,1,1,0,1,0,0,0,1
39489,Eli waved his arms and as it came towards him.,1,1,0,1,0,0,0,1
39490,Eli waved his arms and as it came towards him.,1,1,0,1,0,0,0,1
39491,Eli waved his arms and as it came towards him.,1,1,0,1,0,0,0,1
39492,The ship drowned Eli as it went over him and his raft.,0,0,1,1,1,1,1,1
39493,The ship drowned Eli as it went over him and his raft.,0,0,1,1,1,1,1,0
39494,The ship drowned Eli as it went over him and his raft.,0,0,1,1,1,0,0,1
39495,Sam checked his bank account.,0,1,0,0,0,0,0,1
39496,Sam checked his bank account.,0,0,1,0,0,0,0,1
39497,Sam checked his bank account.,0,0,0,0,0,0,0,1
39498,He had a negative balance.,0,0,1,1,1,1,1,1
39499,He had a negative balance.,0,0,1,1,1,1,1,0
39500,He had a negative balance.,0,0,1,1,0,0,0,1
39501,When he called they told him it was overdraft fees.,0,0,0,0,0,0,1,0
39502,When he called they told him it was overdraft fees.,0,0,1,1,0,0,0,0
39503,When he called they told him it was overdraft fees.,0,0,1,1,0,0,0,0
39504,Sam reminded them that he had asked not to have those.,0,0,0,0,0,0,1,0
39505,Sam reminded them that he had asked not to have those.,0,0,1,0,0,0,1,1
39506,Sam reminded them that he had asked not to have those.,0,0,1,1,1,1,1,0
39507,The bank was able to reverse Sam's fees.,1,1,0,1,0,0,0,1
39508,The bank was able to reverse Sam's fees.,1,1,0,1,0,0,0,0
39509,The bank was able to reverse Sam's fees.,1,0,0,0,0,0,0,0
39510,Mark was going to a local beekeeper to get some fresh honey.,1,1,0,1,0,0,0,1
39511,Mark was going to a local beekeeper to get some fresh honey.,1,1,0,1,0,0,0,1
39512,Mark was going to a local beekeeper to get some fresh honey.,1,1,0,0,0,0,0,1
39513,Mark was going to a local beekeeper to get some fresh honey.,0,1,0,0,0,0,0,1
39514,Mark was going to a local beekeeper to get some fresh honey.,1,0,0,0,0,0,0,0
39515,Mark was going to a local beekeeper to get some fresh honey.,1,0,0,0,0,0,0,1
39516,Once he got there the beekeeper asked if Mark would like a tour.,1,1,0,1,0,1,0,1
39517,Once he got there the beekeeper asked if Mark would like a tour.,1,1,0,0,0,0,0,1
39518,Once he got there the beekeeper asked if Mark would like a tour.,1,1,0,0,0,0,0,1
39519,Once he got there the beekeeper asked if Mark would like a tour.,1,1,0,0,0,0,0,1
39520,Once he got there the beekeeper asked if Mark would like a tour.,1,1,0,1,0,0,0,1
39521,Once he got there the beekeeper asked if Mark would like a tour.,1,1,0,0,0,0,0,0
39522,Mark decided the tour would be an awesome start to the day.,1,0,0,1,0,0,0,1
39523,Mark decided the tour would be an awesome start to the day.,1,0,0,1,0,0,0,0
39524,Mark decided the tour would be an awesome start to the day.,1,0,0,1,0,0,0,0
39525,The beekeeper showed him the entire facility.,1,1,0,1,0,0,0,1
39526,The beekeeper showed him the entire facility.,1,1,0,1,0,0,0,1
39527,The beekeeper showed him the entire facility.,1,0,0,0,0,0,0,1
39528,The beekeeper showed him the entire facility.,1,0,0,0,0,0,0,0
39529,The beekeeper showed him the entire facility.,1,0,0,1,0,0,0,0
39530,The beekeeper showed him the entire facility.,1,1,0,0,0,0,0,0
39531,Mark went home and told his family about the experience.,1,1,0,1,0,0,0,1
39532,Mark went home and told his family about the experience.,1,0,0,0,0,0,0,0
39533,Mark went home and told his family about the experience.,1,1,0,1,0,0,0,1
39534,Mark went home and told his family about the experience.,1,1,0,0,0,0,0,1
39535,Mark went home and told his family about the experience.,1,1,0,1,0,0,0,1
39536,Mark went home and told his family about the experience.,1,0,0,1,0,0,0,1
39537,Mark went home and told his family about the experience.,1,0,0,0,0,0,0,0
39538,Mark went home and told his family about the experience.,1,1,0,1,0,0,0,0
39539,Mark went home and told his family about the experience.,1,1,0,1,0,0,0,1
39540,Tom's car was stuck in the mud.,0,0,1,0,1,1,0,1
39541,Tom's car was stuck in the mud.,0,0,1,1,0,1,1,1
39542,Tom's car was stuck in the mud.,0,0,0,0,1,1,1,1
39543,"Luckily, his friend lived nearby.",1,1,0,1,0,0,0,1
39544,"Luckily, his friend lived nearby.",0,1,0,0,0,0,0,1
39545,"Luckily, his friend lived nearby.",1,1,0,1,0,0,0,1
39546,"Luckily, his friend lived nearby.",1,0,0,0,0,0,0,1
39547,"Luckily, his friend lived nearby.",0,1,1,1,1,1,0,1
39548,"Luckily, his friend lived nearby.",1,1,0,1,0,0,1,1
39549,He called his friend to help him drag it out.,0,1,0,1,0,0,0,1
39550,He called his friend to help him drag it out.,0,0,0,1,0,0,0,0
39551,He called his friend to help him drag it out.,1,1,0,1,0,0,0,1
39552,He called his friend to help him drag it out.,1,1,0,0,0,0,0,1
39553,He called his friend to help him drag it out.,1,1,0,1,0,0,0,0
39554,He called his friend to help him drag it out.,0,1,1,1,1,1,1,1
39555,His friend managed to pull the car out the ditch with a towing cable.,1,1,0,1,0,0,0,1
39556,His friend managed to pull the car out the ditch with a towing cable.,1,1,0,0,0,0,0,1
39557,His friend managed to pull the car out the ditch with a towing cable.,1,1,0,1,0,0,0,1
39558,His friend managed to pull the car out the ditch with a towing cable.,0,1,0,0,0,0,0,0
39559,His friend managed to pull the car out the ditch with a towing cable.,1,1,0,1,0,0,0,1
39560,His friend managed to pull the car out the ditch with a towing cable.,1,1,0,1,0,0,0,0
39561,Tom bought his friend drinks as a thanks.,1,1,0,1,0,0,0,1
39562,Tom bought his friend drinks as a thanks.,1,1,0,0,0,0,0,0
39563,Tom bought his friend drinks as a thanks.,1,1,0,1,0,0,0,1
39564,Tom bought his friend drinks as a thanks.,1,1,0,0,0,0,0,1
39565,Tom bought his friend drinks as a thanks.,1,1,0,0,0,0,0,1
39566,Tom bought his friend drinks as a thanks.,1,1,0,1,0,0,0,0
39567,Jill walked home from work alone one night.,0,0,1,0,0,0,0,0
39568,Jill walked home from work alone one night.,0,0,1,0,0,0,0,1
39569,Jill walked home from work alone one night.,0,0,1,0,0,0,0,1
39570,It was dark and she was scared.,0,0,1,1,0,0,0,1
39571,It was dark and she was scared.,0,0,1,0,0,0,0,0
39572,She heard a noise in the bushes.,0,0,1,1,0,0,0,1
39573,She heard a noise in the bushes.,0,0,1,1,0,0,0,1
39574,She heard a noise in the bushes.,0,0,1,0,0,0,0,0
39575,Jill began walking faster to her house.,0,0,1,1,1,0,0,1
39576,Jill began walking faster to her house.,0,0,1,0,0,0,0,0
39577,Jill began walking faster to her house.,0,0,1,1,1,1,1,0
39578,Jill laughed when a dog jumped out of the bush.,1,1,1,1,0,0,0,1
39579,Jill laughed when a dog jumped out of the bush.,1,0,0,1,0,0,0,1
39580,Jill laughed when a dog jumped out of the bush.,1,0,1,1,0,0,0,1
39581,Jill laughed when a dog jumped out of the bush.,1,0,0,0,0,0,0,0
39582,Jill laughed when a dog jumped out of the bush.,1,0,0,0,0,0,0,0
39583,Jill laughed when a dog jumped out of the bush.,1,0,0,0,0,0,0,0
39584,Dave was addicted to coffee.,0,0,1,1,1,1,1,1
39585,Dave was addicted to coffee.,0,0,1,0,1,1,1,1
39586,And he drank 3 cups one morning.,1,0,0,0,0,0,0,1
39587,And he drank 3 cups one morning.,1,0,0,0,0,0,0,0
39588,And he drank 3 cups one morning.,0,0,0,0,0,0,0,0
39589,"But soon after, she felt incredibly anxious and stressed.",0,0,0,0,1,0,1,0
39590,"But soon after, she felt incredibly anxious and stressed.",0,0,1,1,0,0,0,1
39591,"But soon after, she felt incredibly anxious and stressed.",0,0,1,0,0,0,0,1
39592,He stayed in bed and skipped work.,0,0,1,1,1,1,1,1
39593,He stayed in bed and skipped work.,0,0,1,0,0,0,0,1
39594,He stayed in bed and skipped work.,0,0,1,0,1,0,1,1
39595,Dave switched to decaf coffee.,0,1,1,1,0,0,0,1
39596,Dave switched to decaf coffee.,0,0,1,0,0,0,0,0
39597,Dave switched to decaf coffee.,1,1,0,0,0,0,0,1
39598,Callie wanted a new computer that was inexpensive.,1,1,0,1,0,0,0,1
39599,Callie wanted a new computer that was inexpensive.,1,1,1,1,1,1,1,1
39600,Callie wanted a new computer that was inexpensive.,1,0,1,0,0,0,0,1
39601,So she went to the store and bought a chromebook.,1,1,0,0,0,0,0,0
39602,So she went to the store and bought a chromebook.,1,1,0,0,0,0,0,1
39603,So she went to the store and bought a chromebook.,1,1,0,0,0,0,0,1
39604,She really liked the way the chromebook looked and worked.,1,1,0,0,0,0,0,0
39605,She really liked the way the chromebook looked and worked.,1,1,0,0,0,0,0,0
39606,She really liked the way the chromebook looked and worked.,1,1,0,1,0,0,0,0
39607,Until she discovered it didn't have microsoft windows installed.,0,0,0,1,1,1,1,0
39608,Until she discovered it didn't have microsoft windows installed.,0,0,1,1,1,1,1,1
39609,Until she discovered it didn't have microsoft windows installed.,0,1,1,1,1,1,1,0
39610,She had no choice but to return it and get another computer.,0,0,1,1,1,1,1,1
39611,She had no choice but to return it and get another computer.,0,0,0,0,0,1,1,0
39612,She had no choice but to return it and get another computer.,0,0,0,1,1,1,1,1
39613,I sat on the bench with my friend Joe yesterday.,1,1,0,0,0,0,0,0
39614,I sat on the bench with my friend Joe yesterday.,1,1,0,0,0,0,0,0
39615,I sat on the bench with my friend Joe yesterday.,0,1,0,0,0,0,0,0
39616,I sat on the bench with my friend Joe yesterday.,1,1,0,1,0,0,0,1
39617,I sat on the bench with my friend Joe yesterday.,1,1,0,0,0,0,0,0
39618,I sat on the bench with my friend Joe yesterday.,1,0,0,0,0,0,0,0
39619,It was 46 degrees out.,1,1,0,1,0,0,0,1
39620,It was 46 degrees out.,0,0,0,0,1,1,0,0
39621,It was 46 degrees out.,1,1,0,0,0,0,0,0
39622,It was 46 degrees out.,1,0,0,0,1,1,0,1
