,emotion,plutchik,selection0,selection1,label
10122,"['motivated', 'with anticipation', 'expectant', 'nervous']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He checked the mailbox everyday hoping for the big envelope.,"Eventually, he found it in the washer.",0
10123,"['calm', 'interested', 'irritated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",There was a concert last week near my work.,One day he was flipping a knife.,0
10124,"['content', 'comfortable']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I wanted to play with my favorite ball at recess.,Michelle had always worn the same outdated style her whole life.,1
10125,"['happy', 'competitive', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I gave them to her on the day.,Marcus loved to play video games with all of his friends.,1
10126,"['justified', 'prepared', 'none']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She brought her umbrella with her on the bus.,"He looked all day but had no luck, so he put up signs.",0
10127,"['happy', 'Satisfied', 'Fulfilled', 'content', 'cool and very happy', 'enjoyment']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Joe wanted a new name.,They listened to it together.,1
10128,"['friendly', 'dominant', 'Nervous', 'Relieved', 'happy', 'Embarassed']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Frank went over and sat with Randy for lunch.,"One album had 13 songs, but only 7 were downloaded.",0
10129,"['none', 'happy', 'ecstatic', 'anxious']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","We got along ok, but I really only wanted an escape.",Kim was excited for the snow.,1
10130,"['secure', 'determined', 'obsessed']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",Kay was on the phone with her friend Beth.,His fridge and doors were covered and he had more still.,1
10131,"['positive', 'happy', 'excited', 'inspired', 'proud', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","The neighbor loved his work, and soon Stephen was a famous artist.",Allie went shopping with a friend.,0
10132,"['none', 'annoyed', 'hurt', 'confused', 'happy']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",It is very peaceful there.,It is their anniversary today.,1
10133,"['none', 'happy', 'excited', 'My son loves bedtime stories.']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",My mother bought my son 20 books.,Therefore Jerry decided to switch to another food for his cat.,0
10134,"['amused', 'entertained', 'none', 'proud', 'entertaining', 'successful']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He didn't want anything messing up his beautiful lawn.,He entertained customers with sick bartender tricks.,1
10135,"['ashamed', 'sad', 'angry', 'beat', 'proud', 'shocked']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 0}",Marla needed chips for her football party.,They outmaneuvered him.,1
10136,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Tami ran and caught up with them.,Emmie was so excited to be a big sister!,0
10137,"['none', 'surprise', 'sad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The quarter was glued to the ground!,Beth was walking to the store.,0
10138,"['helpful', 'happy', 'amused', 'afraid', 'vulnerable', 'targeted', 'grateful']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Laura took off her shoes and socks.,Today was the kittens lucky day he finds a fresh fish.,1
10139,"['none', 'happy', 'confused']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",One morning my husband woke me up with a worried look on his face.,He had a girlfriend but always wanted to hang out with her.,1
10140,"['friendly', 'happy', 'Excited']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",John's buddy came in and shook John's hand.,My teeth felt fuzzy.,0
10141,"['nervous', 'excited', 'proud', 'amazed']","{'joy': 3, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I am really sad that my loyal companion has lost his sight.,She had finally become an astronaut.,1
10142,"['intrigued', 'proud', 'pleased', 'very happy', 'pride', 'smart', 'Smart']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Josh went to the dentist.,Alan got an A on the paper.,1
10143,"['none', 'safe', 'scared', 'hungry', 'frustrated', 'determined']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The cat pawed at the rock.,She first tried to get people to donate money.,0
10144,"['proud', 'ecstatic', 'sucessful', 'excited']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",When he got to school everyone laughed.,They won the competition.,1
10145,"['upset', 'sad', 'betrayed', 'none', 'sympathic', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 0}","Gabriel was sad, and went to the teacher to complain.","To protect her jacket, turned it inside-out.",0
10146,"['generous', 'happy', 'thankful']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","We still gave a good tip, as the waitress was nice.",Bill wanted to run for class president.,0
10147,"['worried', 'anxious', 'none']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Tara went to her ten year high school reunion.,Robert was very concerned about the final grade in his class.,1
10148,"['overjoyed', 'content', 'happy', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He started to draw paintings of still life.,They liked one course in particular.,1
10149,"['happy', 'trust', 'proud', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","By the end of summer, she was able to move into her new cabin home.",I collected them all together in a metal tin by Lisa Frank.,1
10150,"['regretful', 'cold', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 0}",It was raining and she only had sandals on.,Unfortunately nobody else agreed.,0
10151,"['none', 'optimistic', 'nervous', 'obligated', 'broke']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She asked her mother to buy her a pair.,Maria grew many vegetables in her garden.,0
10152,"['loving', 'happy', 'very excited']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tom cried profusely in the parking lot.,They both went to the skate park together.,1
10153,"['unfulfilled', 'workaholic', 'positive']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He stopped painting when he got a job at a factory.,"Unable to sleep, Gina lay in bed with nothing to do.",0
10154,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The show was a hit in the art world.,Ash's writing instructor handed out a new assignment.,1
10155,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Jay went into the woods by himself.,He had brought his metal detector.,0
10156,"['grateful', 'relieved  of stress', 'blessed', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",My fiance put me in charge of the music for our wedding.,Christa was really excited to go visit them.,0
10157,"['exhausted', 'indifferent', 'Dead', 'shocked', 'surprised', 'surprise', 'sad', 'guilty']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 0}","Later, Jim picked Michaela up for their date.",The paramedics were certain it was the weirdest death they'd seen.,1
10158,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The guitarists were really creative.,They love cooking hotdogs and hamburgers at the park.,0
10159,"['helpful', 'relieved', 'nervous']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Anna had an essay to write for class.,Sam was able to complete his performance with his friend's guitar.,1
10160,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Russell, a sergeant, wanted to prove himself.",Tim started to snore as he got older.,1
10161,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","He brought a pump, riding a skateboard.",I was out in the town one weekend.,0
10162,"['Pleased', 'proud', 'excited', 'happy', 'fun', 'ecstatic']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Beth didn't understand why he hadn't called Amy.,Everyone started dancing.,1
10163,"['anticipation', 'excited', 'JOY', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Max was trying browse the internet for fun.,Tim lit a cigarette before bed one night.,0
10164,"['fear', 'lucky', 'proud']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I enjoyed blowing bubbles with my nephew.,The man put it on his wrist and checked the time.,1
10165,"['happy', 'homey', 'determined']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",They spent the rest of the night watching wrestling!,He bought some house plants.,1
10166,"['confident', 'healthy', 'happy', 'Amazed', 'excited', 'accomplished']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She was trying to come up with extra money.,And she accomplished her goal of losing the weight she wanted.,1
10167,"['none', 'satisfied', 'ecstatic', 'energized']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He saw training footage of the boxing champion of the world.,Joey thought it was the best field trip he ever went on.,1
10168,"['sad', 'unhappy.', 'Anxious']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Gordo hates the idea of having to give a presentation.,He convinced her to go to a show with him.,0
10169,"['relief', 'happiness', 'excitement', 'GOOD', 'happy', 'excited', 'relieved']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 2}",And it was cheaper than what she usually wore!,"Luckily, Cam got the job!",0
10170,"['happy', 'excited', 'Excited', 'Happy']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Martin was working on his vocals.,They found one at a dollar movie theatre.,1
10171,"['none', 'distraught', 'overwhelmed', 'horrified', 'upset']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}","When she got home, her insurance company called her.","One of the pipes in his kitchen had burst, leaking water everywhere.",0
10172,"['shy', 'expectant', 'hopeful', 'nervous', 'proud', 'helpful', 'excited']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",My friends encouraged me to submit it to the contest.,Blake took the diamonds and quit his terrible job.,0
10173,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He said he would stop but didn't.,Ricky was driving his car.,1
10174,"['nervous', 'grateful', 'great and relieved', 'accomplished', 'vindicated']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Jacqueline is afraid of earthquakes.,He had finally caught the perp!,1
10175,"['sad', 'lonely', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Jervis has been single for a long time.,"Even though he only made it 3' off the ground, he felt free.",0
10176,"['Afraid', 'sad', 'scared', 'positive', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Corinne was deathly afraid of going on stage.,Lynn showed them the new Hunger Games movie she had purchased.,0
10177,"['none', 'happy', 'fulfilled', 'proud']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",One of my daughter's friends got married a few days ago.,"To appease her, he went on modeling calls and hated it.",0
10178,"['relieved', 'fortunate', 'scared', 'bad', 'relief', 'happy']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",My son is half Chinese (myself) and half white (my wife).,Fortunately she just got scraped up a bit.,1
10179,"['rushed', 'busy', 'flustered', 'angry', 'confused', 'annoyed', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}",The time was noon so the bread man was already an hour late.,Bob was banned from the game for a month afterwards.,0
10180,"['busy', 'overwhelmed', 'sad', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",It would be a busy year!,"The man told the customers to lay down, then demanded money.",0
10181,"['ashamed', 'unempathetic', 'embarrassed', 'humiliated', 'Upset', 'sad', 'angry']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 0}",He did his best and thought it looked alright.,"When he got home, Jack threw the new tie in the trash.",1
10182,"['none', 'relaxed']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Anna went for a walk.,There were mountains everywhere.,0
10183,"['bored', 'tired']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He convinced her to go to a show with him.,After about an hour Alice got in the car and drove home.,1
10184,"['disappointed', 'embarrassed', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",She had put salt instead of sugar.,But then she found out about the perks of her job.,0
10185,"['Horrible', 'angry']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 3, 'anticipation': 0}",Anita decided to burn down the bakery instead of see it fail.,He rolled down his window to speak with the officer.,0
10186,"['happy', 'joy', 'none']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Mary was angry at Tom.,Rich sang along to every song.,1
10187,"['grateful', 'compassion', 'glad', 'empathetic', 'kind']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I ate the chocolate and thanked him for his kindness.,Her stomach is very sensitive to foreign food.,0
10188,"['none', 'empowered', 'determined', 'accomplished']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Bill thought he had lost a wheel.,He challenged himself and hacked harder targets every day.,1
10189,"['dissappointed', 'bored', 'worried', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 1}",Cal drove to the hospital in his socks to get treated for the bite.,I felt like it was too boring.,1
10190,"['happy', 'content', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Jane thought it looked too cute to move.,The green peppers over the chicken got melted on by the cheese.,0
10191,"['none', 'anxious', 'petrified', 'nervous', 'afraid']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","One day, his friend came over and tried a cookie.",The darkness was too frightening.,1
10192,"['awe', 'happy', 'hopeful', 'satisfied', 'loved']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She told me it was everyone and everything.,He then decided to bake some cookies himself.,0
10193,"['adventurous', 'anticipation', 'spiritual']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He studied all sorts of religions at various temples.,One year they drained the pond and found a lot of carp.,0
10194,"['hopeful', 'determined']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",We kindly responded and they took us to the supervisor.,Currently I can only run about three.,1
10195,"['uncertain', 'nervous', 'scared']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Meanwhile, I do yoga instead.",In order to pass her class she had to swim to the deep end.,1
10196,"['nervous', 'Frustrated', 'desire', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Marcus made a lot of cool friends online who loved to watch him play.,Kelly really wanted her ears pierced.,1
10197,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He would throw the ball up and hit it.,Ellen had a huge crush on her classmate Evan.,0
10198,"['Scared', 'Upset', 'Afraid', 'bouncy', 'frightened', 'scared', 'none', 'afraid', 'grateful']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Eric loved ice cream.,The baby was passed seamlessly between 3 people.,1
10199,"['happy', 'ecstatic']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Anna was having her first baby.,Sara became sick.,0
10200,"['mistaken', 'happy', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I visited the Wikipedia page for my company.,I packed it in a shoulder bag with a book.,1
10201,"['impatient', 'annoyed', 'bored', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}","For twenty minutes, she had to wait.","However, she dreams of moving to Hollywood.",0
10202,"['none', 'happy', 'refreshed']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",His team was good enough to make the finals game.,It was a clear night and she stepped outside to get some fresh air.,1
10203,"['satiated', 'happy', 'satisfied']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He eats a handful of peanuts.,He insisted I see a doctor and drove me to the hospital.,0
10204,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Gary and Pal were friends.,Today at work I was thinking about a bonfire.,0
10205,"['irritated', 'annoyed', 'determined', 'none', 'relieved', 'upset', 'down']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Her first day started out well, but she soon drifted off the path.",The judge sentenced him to community service.,1
10206,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Jason ate an entire carton of ice cream.,It was Christmas Eve.,1
10207,"['awesome', 'hopeful', 'excited', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",My aunt gave a small prayer before we started to eat.,"One day, his friend came over and tried a cookie.",1
10208,"['disappointed', 'frustrated', 'upset', 'incompetent', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 0}","When he sat down on the couch, he couldn't find the remote.",He ended up failing his test.,1
10209,"['relaxed', 'happy', 'entertaining', 'enjoyment', 'none']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Tom had to cancel the presentation.,The host put on some music.,1
10210,"['very happy', 'sacrificial', 'traditional', 'observant', 'respectful', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",My friend told me my face was dirty.,Every Lent we give up something we love for 40 days.,1
10211,"['hopeful', 'excited', 'happy']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Megan enrolled in a guitar-making course at the community college.,Sally even noticed they were gone.,0
10212,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He used a broomstick and a small pink ball.,"After a month, she finally got pregnant.",0
10213,"['tired', 'calm']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He told his friends the story.,He watched as a weary owl flew low against the brightening sky.,1
10214,"['boastful', 'proud', 'tired', 'none', 'surprised']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The owner tells him he makes all the shoes by hand.,She was thinking of the dress she wanted.,0
10215,"['scared', 'Stupid', 'seared']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 2}",Sam lost eyesight for a while.,The iron burned her her.,1
10216,"['concerned', 'hopeful']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tom tried drinking water and clearing his throat.,Jervis has been single for a long time.,0
10217,"['disgusted', 'spooked']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 3, 'sadness': 1, 'disgust': 3, 'anger': 1, 'anticipation': 0}",Some of her plants got trampled by her dog.,The drain had a couple hairs sticking out.,1
10218,"['happy and excited', 'excited', 'adventurous', 'none']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She had bought some with her just in case.,Bob was throwing a party.,1
10219,"['none', 'tensed', 'afraid', 'scared']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Angela's essay was so good that it won!,Suddenly a strange man approached him.,1
10220,"['none', 'afraid', 'anxious', 'happy']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}",Cindy awoke in panic when she realized that she was late for work.,Mary was pleased that the move went so smoothly.,0
10221,"['loving', 'sad', 'motherly', 'safe', 'the small sound meow.', 'protected']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Several months later, Fred heard that she had given birth.","I grabbed her up, and wrapped her in a scarf I had with me.",1
10222,"['anxious', 'affectionate', 'charitable']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",The workers had been fixing the building's dock for months.,She had a lot of nice clothes that she didn't wear anymore.,1
10223,"['tired', 'surprised', 'drowsy', 'sleepy', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She had fallen asleep watching TV after eating dinner.,She took it with her abroad.,0
10224,"['none', 'upset', 'positive', 'scared']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She wandered around sadly looking for her mom.,Tonight she came from NY and asked where Peter was.,0
10225,"['anticipation', 'hungry']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",John's character started to slip.,Gary decided to get a few groceries in the supermarket.,1
10226,"['none', 'Excited', 'pride', 'creative']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Jen sheepishly asked her hosts for a hand towel.,An artist was making an anime show.,1
10227,"['caring', 'sympathetic', 'none', 'sad', 'upset', 'lonley']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Cameron's friend wanted to play on the see-saw.,They ate the rest of their food in their car.,0
10228,"['discouraged', 'embarassed', 'upset', 'angry']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 0}","The paint tray landed face down, smearing into the ground.","Keira got furious, and threw her fries and drink at Tom.",0
