,emotion,plutchik,selection0,selection1,label
9901,"['helpful', 'happy', 'amused', 'afraid', 'vulnerable', 'targeted', 'grateful']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",It was raining and she only had sandals on.,Today was the kittens lucky day he finds a fresh fish.,1
9902,"['good', 'happy', 'joy']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",They decided to become best friends.,She had everyone dressed including herself.,0
9903,"['ready', 'sad', 'determined', 'giving', 'confused']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She poured the oatmeal into dog dishes.,I was able to pay off some debt but missed my art.,0
9904,"['invigorated', 'great', 'clean']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",It made me feel a lot better.,He would build the covered wagon and I would pack for the long trip.,0
9905,"['satisfied', 'happy', 'pleased', 'amused']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I won three games and lost one on time.,She was so excited to have it.,0
9906,"['happy', 'delighted']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The radio station hired him that week.,He looked everywhere.,0
9907,"['competitive', 'engaged', 'accomplished', 'happy', 'competent']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He was flustered because everyone at the gym was fit.,My friend Tim and I played speed chess tonight.,1
9908,"['lucky', 'joy', 'thankful']","{'joy': 2, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Mary was relieved to have gotten away unscathed.,He was very proud of this.,0
9909,"['excited', 'anticipation', 'scared']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Then I met my fiancee at the lawyer's office.,"Finally, she just had to swallow them whole like pills.",0
9910,"['trust', 'hopeful', 'helpful']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 2}",Suddenly a large sale came through.,But he kept giving her feedback and second chances.,1
9911,"['relieved', 'happy', 'camaraderie', 'helpful']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",We became close friends and he made my time there much easier.,I had to move back home with my parents.,0
9912,"['apologetic', 'worried', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 0}",His friends told him to order whatever toppings he liked.,I had not seen several emails because gmail put them into spam.,1
9913,"['concerned', 'hopeful']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tom tried drinking water and clearing his throat.,He really wanted to be put in charge of the computer lab.,0
9914,"['great', 'happy', 'busy']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I attended a phone conference this morning.,We ended up getting married unnecessarily.,0
9915,"['excited', 'anticipation']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Tommy still always knew his mother was trying to feed him vegetables.,Fran just landed in Thailand for her grand one month trip abroad.,1
9916,"['depressed', 'scared', 'worried', 'frightened', 'horrible', 'terrified']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Jeff ended his phone call.,"By then, Joe couldn't speak but only made panicked, rasping sounds.",1
9917,"['relieved', 'disbelief']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Kelsey called her parents and went home that night.,Several professionals showed up later and fixed the power line issue.,1
9918,"['proud', 'confident']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Wearing the apron made her feel like a great chef.,Mary was getting married to Tom.,0
9919,"['guilty', 'confused']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Jodi watched a horror movie.,He did not think we used it.,1
9920,"['annoyed', 'lost', 'sad', 'frustrated', 'worried']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 1}",She found there were only four posters.,Kim's son was forever losing his eyeglasses.,1
9921,"['creative', 'happy']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Amy liked to do art projects.,He wasn't sure what they were laughing at.,0
9922,"['curious', 'hopeful', 'clever', 'determined']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",The cake was burnt and John was upset.,All of the merchandise was moved to the aisle near the cash registers.,1
9923,['excited'],"{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","Actually, she couldn't wait for fall!",I was driving to New York for a vacation.,0
9924,"['annoyed', 'sadness']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 0}",Today I was assigned to do the dishes.,I had to scrub my neck in the bathroom.,0
9925,"['stressed', 'sad', 'useless', 'tired', 'exhausted']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",FOr months and months he wondered where it all went.,My wife works all day and is busy at night with chores.,1
9926,"['anticipation', 'patient', 'desire']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Her husband bought sweets and sat them on the table.,Steven has always wanted to have a child.,1
9927,"['fearful', 'sad', 'positive', 'scared', 'terrified']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}","All of a sudden, the rapids became extreme and they were dragged away.",Those were very fun and memorable times for sure!,0
9928,"['satisfied', 'beautiful', 'good']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Ray tried to make up his own punchline to save his joke.,After she was done she looked into the mirror.,1
9929,"['happy', 'excited']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Suddenly, an alligator appeared near the boat.",She fell in love with him.,1
9930,"['frustration', 'sad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",The first three had nothing.,The man bought me the chocolate bar.,0
9931,"['exhilaration', 'accepting', 'fear', 'surprise', 'excited']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Then she got a whiff of the brisk fall air.,Georgina's life was fraught with difficulty.,0
9932,"['scared', 'shocked', 'afraid', 'nervous', 'terrified']","{'joy': 0, 'trust': 0, 'fear': 3, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",They cried when we moved away.,"When I walked outside, I saw a power line jumping around in my yard.",1
9933,"['frustrated', 'exhausted']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",By the time he got to the phone it stopped.,The sky got overcast.,0
9934,"['desire', 'discomfort', 'famished']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Judy was nervously filing her taxes.,Alicia was hungry and wanted to go out.,1
9935,"['shocked', 'startled']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Once they began spray painting, Jerome took off and ran.","He dropped it with a yelp, surprised as the insect was itself.",1
9936,"['joy', 'excited', 'thrilled', 'loved', 'happy', 'enthusiastic', 'stylish', 'excitement']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","After the trip, he was sure he wanted to be a firefighter.",They arrived to six flags in style.,1
9937,"['hopeful', 'determined']","{'joy': 0, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 3}",Finian never spent his time fundraising ever again.,"She went home, researched how to fix it and got started.",1
9938,"['relieved', 'included', 'enjoyment']","{'joy': 3, 'trust': 3, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I needed a place to put them to keep them together.,"But after a few days, he was having a great time with his friends!",1
9939,"['nervous', 'rushed', 'scared']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He was in a hurry to get to the next shelter before dark.,Gale refused to speak to her brother for the next week.,0
9940,"['content', 'calm', 'happy', 'adventurous']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",One spring she set out to catch one of the frogs.,Betsy and Jake bought a new house.,0
9941,"['relieved', 'upset', 'happy', 'greedy', 'trusting']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Jason loved to barbecue.,Amy checked in the storeroom and found a new box.,1
9942,"['bad', 'natural', 'afraid', 'desperate', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I broke up with my boyfriend because he wanted to get married.,His mom tried to get him to stop.,1
9943,"['apologetic', 'sad', 'guilty']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 3, 'disgust': 1, 'anger': 0, 'anticipation': 1}",Along the way Franny wondered if they would win any ribbons.,Joey felt guilty about praying for a snow day.,1
9944,['happy'],"{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Sarah fights off the shark.,They took lots of pictures and enjoyed the sights.,1
9945,"['overwhelmed', 'angry', 'bored']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Then we go to bed and wait to celebrate again the next year.,"If there was none to do, she had to read.",1
9946,"['foolish', 'disgusted', 'upset', 'sad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 0}",Matthew came home early in the morning.,"One day, he was being careless and fell from the tree.",1
9947,"['fear', 'nervous', 'harpy', 'grateful']","{'joy': 2, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I took a girl I liked out to the beach.,Bill continued to drive to the interview.,0
9948,"['thrilled', 'ecstatic', 'joyful', 'joyous', 'happy', 'surprised']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","Kellie was so thrilled and joyful, she screamed out loud!",She noticed she was gaining weight.,0
9949,"['afraid', 'scared']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",They told her they had had a wonderful time!,He had been afraid of them since he was a small child.,1
9950,['rebellious'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Gina wanted to cross a closed road.,"Although I paid for the food, she didn't express her gratitude.",0
9951,"['hopeful', 'anxious', 'excited']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}","It was outside at the park, but there was a covered picnic shelter.",I had to work late.,0
9952,"['amused', 'mischievous', 'mean', 'disgusted', 'irritated']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 0}",At one point I screamed out a song suggestion.,Gina backed her car down the icy hill.,0
9953,"['frustrated', 'difficult']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",I had difficulty taking out the bread since it was stuck.,"However, he did not understand at all.",0
9954,"['angry', 'justified', 'suspicious', 'ashamed', 'sad', 'scared', 'afraid', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 0}","Auri lived to the old age of 15, despite the heart condition.",Sam tried to run away but was stopped.,1
9955,"['energetic', 'playful']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I married my fiance in front of my family.,One day Sammy was playing around inside the house.,1
9956,"['surprised', 'betrayed', 'mad', 'frustrated', 'angry']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 2, 'anger': 1, 'anticipation': 0}",Cathy was shocked at the state of her shirt.,They said they'd love to take his clothing.,0
9957,"['competitive', 'joy', 'joyful']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Jeff is playing rugby.,There was a woman and her cart in the middle of the aisle.,0
9958,"['awkward', 'curious', 'chill', 'intrigued', 'friendly']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Dan visited his uncle's farm for spring break.,"Since I didn't know who he was, I asked him for his name.",1
9959,"['sluggish', 'low', 'lazy', 'worried']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Teresa and her mother did not have many things in common.,But he procrastinated the paper all semester.,1
9960,"['anxious', 'annoyed', 'frustrated']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",She is pulled over.,He noticed traffic slowed to a stop.,1
9961,"['indifferent', 'needed', 'content', 'hopeful', 'longing', 'intrigued']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Cathy was on a diet.,Courtney had always wanted a hedgehog.,1
9962,"['loved', 'anxious', 'tired']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Her friend gave her a burger.,Their dog Vincent got out of the car.,1
9963,"['helpful', 'determined', 'happy', 'grateful', 'thankful', 'tired']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",They were very worried.,I tried to help out today by doing the laundry.,1
9964,"['comfortable', 'disappointed', 'content']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","She called them in from play, but they dallied.",My friend Bob is a creature of habit.,1
9965,"['productive', 'tired']","{'joy': 1, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He worked a lot to make money.,The caterpillar was a butterfly now.,0
9966,"['eager', 'excited', 'happy']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}","The kids loved it, to her shock!",Miguel was very excited.,1
9967,"['grateful', 'intrigued', 'disappointing', 'thankful', 'joy', 'competent']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Amy's phone was broken and needed to be replaced.,He created a task with a small subset of codes to access it.,1
9968,"['excited', 'intrigued', 'surprised', 'elated', 'helpful']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He drove to the store and ordered a new Mac with photo software.,"Then, her partner found a film for her in the same charity shop!",1
9969,"['content', 'tender', 'loved', 'happy', 'loving']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",One day Rachel and her boyfriend were on a date.,It was successful but greatly annoyed users.,0
9970,"['determined', 'good']","{'joy': 1, 'trust': 2, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She started eating better and exercising.,Bill had been drinking pretty heavily when his boat ran out of gas.,0
9971,"['horrible', 'upset', 'bad', 'sad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 3, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Jill comes home late at night crying.,He worked out hard for three years.,0
9972,"['happy', 'experienced', 'accomplished']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Stewart has always been a big gamer since the age of 5.,Ron used mostly screws but some glue to assemble it.,0
9973,"['disappointed', 'adult', 'independent', 'sad', 'ashamed', 'angry']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 0}",And someone dared Jill to shave her head.,I realized that they weren't mature enough to play outside without me.,1
9974,"['angry', 'spiteful']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 2, 'anger': 3, 'anticipation': 1}",Every day he would get in the water with them.,He then took his ball and rolled it at the hat.,1
9975,"['excited', 'calm', 'interested', 'adventurous']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Johnny loved his red and blue ball.,They rode on a gondola in the canal.,1
9976,['relieved'],"{'joy': 2, 'trust': 1, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He had passed the millennium by falling asleep with a gameboy in hand.,He said he couldn't wait to play games on it.,0
9977,"['annoyed', 'depressed', 'satisfied']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",In the I only was able to buy mushrooms and tomatoes.,Randal ate most of the pizza by himself.,0
9978,"['excited', 'grateful', 'joyful', 'joy', 'important']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","He stood and it all came together, he was riding the wave.",He took us on our first train ride.,1
9979,"['irritated', 'incompetent']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 2, 'anger': 1, 'anticipation': 1}",She reconciled with her father.,Tim was really bad at pairing up his socks.,1
9980,"['determined', 'frustrated', 'cold']","{'joy': 0, 'trust': 1, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 2}",He ended up repeating the entire year since he failed.,"Finally, she jumped out of bed to turn up the heater.",1
9981,"['diligent', 'exhausted', 'tired']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",The squirrel works hard when Autumn arrives.,"But when the task was explained to him, he backtracked.",0
9982,"['happy', 'relieved']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tom was happy and relieved.,Her parents decided to let her find work if she could be responsible.,0
9983,['attached'],"{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She used it everywhere.,Travis was at a theme park.,0
9984,"['grief', 'anger', 'regret', 'sad']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 3, 'disgust': 1, 'anger': 2, 'anticipation': 0}",It was killed by a car.,"As he walked down the beach, he saw a glimmer in the water.",0
9985,"['wary', 'scared', 'adventurous', 'confused']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Tami felt she had a number of options and detailed them all.,They saw monkeys and snakes and birds.,1
9986,"['determined', 'eager', 'healthy']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",She started doing sit-ups every morning.,They went around the neighborhood looking for certain houses.,0
9987,"['scared', 'happy', 'afraid']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He thought it was a shark.,Lucy was so honored she gave her the bracelet.,0
9988,"['nervous', 'confuse', 'dumb']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 0}",He happily got pineapple on the pizza.,Jerry had forgotten to write down a transaction in his checkbook.,1
9989,"['scared', 'excited', 'positive']","{'joy': 2, 'trust': 2, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","While nervous, Gary knew this was going to be an adventure.",The person shrugged and ignored Matt for the rest of his ride.,0
9990,"['happy', 'excited']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I woke up happy and excited.,"A month after he stopped practicing, he had a big tournament.",0
9991,"['devious', 'happy', 'relaxed', 'grateful', 'considerate', 'accepting']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Jim was studying for hours.,He let her pick the music.,1
9992,"['bored', 'angry', 'positive', 'disappointed']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Kate was stuck in the house watching boring daytime TV for a week.,We stayed at a hotel near the coffee shops.,0
9993,"['giddy', 'happy', 'sociable']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","In actuality, the IRS found out and fined me for tax evasion.",My mom handed a platter of cookies to them.,1
9994,"['anxious', 'panicked', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 2, 'anticipation': 0}",Jack has lost his cellphone.,"Since the plate was hot, it quickly dropped from his hand.",0
9995,"['content', 'contented']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Dan decided he wanted to become a doctor.,Ed and his wife Jean live in New Hampshire.,1
9996,"['awkward', 'amused', 'entertained', 'upset', 'annoyed', 'frustrated', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}",The ball was being thrown in and Andrew slid.,He had half a beard hanging and no way of charging them.,1
9997,"['happy', 'content']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She was sure that everyone could tell what she had done.,These days I consider necklace-making just a hobby.,1
9998,"['satisfied', 'trust', 'challenged']","{'joy': 2, 'trust': 2, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",I bought myself a daily planner.,Lexi finally got the courage to try to sing.,1
9999,"['annoyed', 'irritated', 'bothered']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 2}",They started riding every day.,The man answered the louder knock.,1
10000,"['happy', 'tired']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Amanda had a long walk home.,Today at work I was thinking about a bonfire.,0
10001,"['proud', 'content']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Tom was wearing a new t-shirt.,"When the teacher asked for the homework, I searched by book bag.",0
10002,"['annoyed', 'bossy', 'reluctant', 'upset']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Candy asked her son to mow the lawn.,Brenda has a long successful career as a speech teacher.,0
10003,['excited'],"{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Then they ran off to shoot and score!,She thought she included all the ingredients.,0
10004,['hungry'],"{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Ralph decided he wanted fresh turkey for Thanksgiving dinner.,He decided to pull an allnighter.,0
10005,"['listless', 'relaxed']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He watched the tv.,He had to stay an extra semester.,0
10006,"['apologetic', 'surprised', 'good', 'angry', 'relieved', 'happy']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 1}",He finally got a bite!,Gina's mood improved when she realized she found the culprit.,1
10007,"['embarrassed', 'frustrated', 'angry']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}",On my turn they chose to critique my talents instead of guess.,"After a few hours, we still had not seen any exciting birds.",0
10008,"['accomplished', 'satisfied', 'competent']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",It began to rain.,Tom voted for the candidate he liked the most.,1
10009,"['regret', 'sorry', 'dissatisfied']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 2, 'disgust': 2, 'anger': 2, 'anticipation': 0}",By the second half of the season the team looked much better.,Now he only had a chainsaw and the accouterments which went with it.,1
